Date, Symbol, Underlying Close Price (A), Underlying Previous Day Close Price (B), Underlying Log Returns (C) = LN(A/B), Previous Day Underlying Volatility (D), Current Day Underlying Daily Volatility (E) = Sqrt (0.995*D*D + 0.005* C*C), Underlying Annualised Volatility (F) = E*sqrt(365), Futures Close Price (G), Futures Previous Day Close Price (H), Futures Log Returns (I) = LN(G/H), Previous Day Futures Volatility (J), Current Day Futures Daily Volatility (K) = Sqrt (0.995*J*J + 0.005* I*I), Futures Annualised Volatility (L) = K*sqrt(365), Applicable Daily Volatility (M) = Max (E or K), Applicable Annualised Volatility (N) = Max (F or L)
27-Jul-26,MAZDOCK,2329.3,2293.7,  0.01540156,  0.02607930,  0.02603681,  0.49743253,2339.8,2300.3,  0.01702591,  0.02663672,  0.02659722,  0.50813908,  0.02659722,  0.50813908
27-Jul-26,MCX,2755,2730,  0.00911583,  0.02517631,  0.02512163,  0.47994805,2755,2733.4,  0.00787119,  0.02501985,  0.02496337,  0.47692451,  0.02512163,  0.47994805
27-Jul-26,MFSL,1511.1,1515.5, -0.00290756,  0.01702880,  0.01698742,  0.32454416,1509,1517.6, -0.00568296,  0.01690772,  0.01687016,  0.32230386,  0.01698742,  0.32454416
27-Jul-26,MIDCPNIFTY,14572.9,14436,  0.00943509,  0.01193964,  0.01192863,  0.22789623,14590.8,14462.9,  0.00880447,  0.01243789,  0.01242237,  0.23732814,  0.01242237,  0.23732814
27-Jul-26,MOTHERSON,148.96,145.55,  0.02315814,  0.02195490,  0.02196113,  0.41956687,149.31,145.57,  0.02536761,  0.02205544,  0.02207318,  0.42170756,  0.02207318,  0.42170756
27-Jul-26,MOTILALOFS,869.3,871.9, -0.00298645,  0.02733783,  0.02727027,  0.52099784,868.5,871.5, -0.00344828,  0.02751798,  0.02745020,  0.52443526,  0.02745020,  0.52443526
27-Jul-26,MPHASIS,2332.6,2288.1,  0.01926175,  0.01955862,  0.01955716,  0.37363895,2335.6,2296.7,  0.01679551,  0.01981520,  0.01980125,  0.37830126,  0.01980125,  0.37830126
27-Jul-26,MUTHOOTFIN,3025.7,2986.7,  0.01297337,  0.02256469,  0.02252700,  0.43037771,3029.1,2989,  0.01332666,  0.02269760,  0.02266036,  0.43292565,  0.02266036,  0.43292565
27-Jul-26,NAM-INDIA,1153.9,1112.5,  0.03653777,  0.02530937,  0.02537779,  0.48484200,1152.8,1107.7,  0.03990797,  0.02515703,  0.02525230,  0.48244458,  0.02537779,  0.48484200
27-Jul-26,NATIONALUM,339.4,343.9, -0.01317156,  0.02661028,  0.02656006,  0.50742927,339.8,344.7, -0.01431726,  0.02608259,  0.02603696,  0.49743547,  0.02656006,  0.50742927
27-Jul-26,NAUKRI,1194.3,1165.5,  0.02441006,  0.02009784,  0.02012162,  0.38442304,1193.5,1163.6,  0.02537152,  0.02035078,  0.02037886,  0.38933752,  0.02037886,  0.38933752
27-Jul-26,NBCC,94.9,93.84,  0.01123250,  0.02515154,  0.02510115,  0.47955684,95.01,93.9,  0.01175176,  0.02567787,  0.02562701,  0.48960339,  0.02562701,  0.48960339
27-Jul-26,NESTLEIND,1446.1,1443.5,  0.00179956,  0.01299730,  0.01296540,  0.24770358,1447.4,1442.6,  0.00332180,  0.01302723,  0.01299679,  0.24830338,  0.01299679,  0.24830338
27-Jul-26,NHPC,79.72,79.39,  0.00414808,  0.01779025,  0.01774806,  0.33907618,79.76,79,  0.00957427,  0.01786183,  0.01782984,  0.34063858,  0.01782984,  0.34063858
27-Jul-26,NIFTY,23996,23767.5,  0.00956807,  0.00879396,  0.00879779,  0.16808154,24028,23806.5,  0.00926116,  0.00886594,  0.00886796,  0.16941689,  0.00886796,  0.16941689
27-Jul-26,NIFTYNXT50,72596.9,71766,  0.01151071,  0.01155442,  0.01155400,  0.22073891,72446.2,71795,  0.00902938,  0.01139640,  0.01138588,  0.21752692,  0.01155400,  0.22073891
27-Jul-26,NMDC,83.52,83.56, -0.00047881,  0.01922547,  0.01917741,  0.36638390,,83.59,,  0.01951142,  0.01946276,  0.37183553,  0.01946276,  0.37183553
27-Jul-26,NTPC,350.8,347.2,  0.01031528,  0.01374525,  0.01373016,  0.26231434,350.3,347.7,  0.00744989,  0.01349032,  0.01346686,  0.25728488,  0.01373016,  0.26231434
27-Jul-26,NUVAMA,1916.7,1980.1, -0.03254239,  0.02527903,  0.02532054,  0.48374824,1922.4,1987.5, -0.03330316,  0.02586297,  0.02590543,  0.49492245,  0.02590543,  0.49492245
27-Jul-26,NYKAA,326.75,322.8,  0.01216242,  0.01825778,  0.01823247,  0.34833080,327.9,323.25,  0.01428267,  0.01825405,  0.01823634,  0.34840470,  0.01823634,  0.34840470
27-Jul-26,OBEROIRLTY,1832.6,1821.2,  0.00624010,  0.01855973,  0.01851843,  0.35379418,1830,1820.6,  0.00514985,  0.01856140,  0.01851864,  0.35379808,  0.01851864,  0.35379808
27-Jul-26,OFSS,11089,10652,  0.04020596,  0.02175094,  0.02188189,  0.41805292,11120,10667,  0.04159043,  0.02162753,  0.02177292,  0.41597106,  0.02188189,  0.41805292
27-Jul-26,OIL,442,449.85, -0.01760431,  0.02214848,  0.02212808,  0.42275846,441.85,450.85, -0.02016423,  0.02207325,  0.02206415,  0.42153504,  0.02212808,  0.42275846
27-Jul-26,ONGC,238.57,248.76, -0.04182581,  0.01638396,  0.01660828,  0.31730067,238.57,248.56, -0.04102150,  0.01611485,  0.01633413,  0.31206403,  0.01660828,  0.31730067
27-Jul-26,PAGEIND,39970,40275, -0.00760176,  0.01555136,  0.01552159,  0.29653955,39825,40235, -0.01024241,  0.01487847,  0.01485893,  0.28387938,  0.01552159,  0.29653955
27-Jul-26,PATANJALI,346.85,340.95,  0.01715657,  0.01882537,  0.01881727,  0.35950351,347.65,341.2,  0.01872741,  0.01915093,  0.01914888,  0.36583884,  0.01914888,  0.36583884
27-Jul-26,PAYTM,1289.4,1283.2,  0.00482004,  0.02662143,  0.02655697,  0.50737020,1293.7,1284.7,  0.00698110,  0.02669250,  0.02663027,  0.50877058,  0.02663027,  0.50877058
27-Jul-26,PERSISTENT,,,  0.01630596,  0.02336776,  0.02333772,  0.44586651,5289.1,5201.4,  0.01672028,  0.02354077,  0.02351164,  0.44918925,  0.02351164,  0.44918925
27-Jul-26,PETRONET,272.9,274.7, -0.00657417,  0.01926541,  0.01922291,  0.36725319,273.45,274.4, -0.00346811,  0.01925716,  0.01921057,  0.36701739,  0.01922291,  0.36725319
27-Jul-26,PFC,420.1,411.9,  0.01971218,  0.02010895,  0.02010699,  0.38414348,420.1,412.4,  0.01849903,  0.02041112,  0.02040191,  0.38977798,  0.02040191,  0.38977798
27-Jul-26,PGEL,579.7,572.4,  0.01267268,  0.03213744,  0.03206944,  0.61268578,580.75,572.9,  0.01360919,  0.03295651,  0.03288807,  0.62832577,  0.03288807,  0.62832577
27-Jul-26,PHOENIXLTD,2036.6,2010.7,  0.01279883,  0.01987877,  0.01984977,  0.37922924,2033.4,2013.8,  0.00968578,  0.01968048,  0.01964313,  0.37528143,  0.01984977,  0.37922924
27-Jul-26,PIDILITIND,1610.8,1570.9,  0.02508225,  0.01333933,  0.01342371,  0.25645955,1613.5,1575.3,  0.02396000,  0.01337724,  0.01345086,  0.25697834,  0.01345086,  0.25697834
27-Jul-26,PIIND,2742.9,2731.2,  0.00427468,  0.01766209,  0.01762049,  0.33663896,2749.4,2741.6,  0.00284101,  0.01789180,  0.01784824,  0.34099019,  0.01784824,  0.34099019
27-Jul-26,PNB,111.62,110.38,  0.01117129,  0.01880201,  0.01877169,  0.35863266,111.71,110.54,  0.01052878,  0.01904409,  0.01901107,  0.36320603,  0.01901107,  0.36320603
27-Jul-26,PNBHOUSING,1078.5,1058,  0.01919085,  0.02300252,  0.02298512,  0.43913014,1078.4,1059.4,  0.01777575,  0.02312318,  0.02309949,  0.44131516,  0.02309949,  0.44131516
27-Jul-26,POLICYBZR,1552.7,1537.2,  0.01003277,  0.02271439,  0.02266856,  0.43308222,1553.3,1538.4,  0.00963878,  0.02282375,  0.02277674,  0.43514903,  0.02277674,  0.43514903
27-Jul-26,POLYCAB,9010,8907.5,  0.01144145,  0.02072149,  0.02068544,  0.39519478,9027,8935.5,  0.01018798,  0.02053730,  0.02049854,  0.39162403,  0.02068544,  0.39519478
27-Jul-26,POWERGRID,288.85,288.2,  0.00225284,  0.01413154,  0.01409705,  0.26932380,288.65,288.95, -0.00103878,  0.01374224,  0.01370807,  0.26189228,  0.01409705,  0.26932380
27-Jul-26,POWERINDIA,31545,31070,  0.01517237,  0.02949241,  0.02943810,  0.56241420,31580,31135,  0.01419142,  0.02922847,  0.02917251,  0.55734007,  0.02943810,  0.56241420
27-Jul-26,PREMIERENE,1039.9,1019.3,  0.02000844,  0.02290424,  0.02289058,  0.43732393,1040.5,1022.5,  0.01745076,  0.02340306,  0.02337700,  0.44661696,  0.02337700,  0.44661696
27-Jul-26,PRESTIGE,1644.6,1592.8,  0.03200372,  0.02302946,  0.02308301,  0.44100196,1642.4,1596.8,  0.02815696,  0.02300534,  0.02303406,  0.44006506,  0.02308301,  0.44100196
27-Jul-26,RADICO,4149.5,4091.3,  0.01412508,  0.02087789,  0.02084966,  0.39833211,4151,4095.1,  0.01355813,  0.02087325,  0.02084300,  0.39820496,  0.02084966,  0.39833211
27-Jul-26,RBLBANK,362.8,352.9,  0.02766699,  0.02200455,  0.02203648,  0.42100630,362.35,,,  0.02171864,  0.02173635,  0.41527243,  0.02203648,  0.42100630
27-Jul-26,RECLTD,368.15,361.6,  0.01795184,  0.02044223,  0.02043042,  0.39032257,368.45,361.2,  0.01987320,  0.02067270,  0.02066877,  0.39487623,  0.02066877,  0.39487623
27-Jul-26,RELIANCE,1280,1278,  0.00156372,  0.01359954,  0.01356595,  0.25917885,1279.7,1279.4,  0.00023446,  0.01342255,  0.01338878,  0.25579231,  0.01356595,  0.25917885
27-Jul-26,RVNL,223.96,224.53, -0.00254186,  0.02548436,  0.02542115,  0.48567046,224.43,225.36, -0.00413527,  0.02760968,  0.02754204,  0.52618996,  0.02754204,  0.52618996
27-Jul-26,SAIL,162.6,161.45,  0.00709770,  0.02314228,  0.02308991,  0.44113215,162.77,161.7,  0.00659539,  0.02288126,  0.02282875,  0.43614179,  0.02308991,  0.44113215
27-Jul-26,SBICARD,645,618.75,  0.04154900,  0.01688135,  0.01709347,  0.32657028,644.85,620.25,  0.03889511,  0.01675028,  0.01693314,  0.32350722,  0.01709347,  0.32657028
27-Jul-26,SBILIFE,1866.7,1858.6,  0.00434865,  0.01373789,  0.01370697,  0.26187121,1862.3,1855.9,  0.00344253,  0.01358810,  0.01355640,  0.25899471,  0.01370697,  0.26187121
27-Jul-26,SBIN,1020.6,1015,  0.00550208,  0.01524827,  0.01521509,  0.29068379,1022.3,1016.6,  0.00559126,  0.01533156,  0.01529840,  0.29227550,  0.01529840,  0.29227550
27-Jul-26,SENSEX,76835.8,76059.8,  0.01015094,  0.00894444,  0.00895071,  0.17100307,76990.1,76268.6,  0.00941487,  0.00880508,  0.00880827,  0.16828168,  0.00895071,  0.17100307
27-Jul-26,SENSEX50,25154.7,24915.2,  0.00956790,  0.00878805,  0.00879213,  0.16797343,25167.2,24940,  0.00907061,  0.00879871,  0.00880024,  0.16812841,  0.00880024,  0.16812841
27-Jul-26,SHREECEM,26860,26740,  0.00447762,  0.01431957,  0.01428723,  0.27295715,,,  0.00744882,  0.01484706,  0.01481942,  0.28312463,  0.01481942,  0.28312463
27-Jul-26,SHRIRAMFIN,1038,1005.1,  0.03220875,  0.02293567,  0.02299123,  0.43924690,1037.6,1006.6,  0.03033204,  0.02268582,  0.02273053,  0.43426613,  0.02299123,  0.43924690
27-Jul-26,SIEMENS,3718.1,3689.7,  0.00766763,  0.02063696,  0.02059234,  0.39341615,3715.4,3690.2,  0.00680569,  0.02102204,  0.02097503,  0.40072741,  0.02097503,  0.40072741
27-Jul-26,SOLARINDS,18627,18494,  0.00716579,  0.02133980,  0.02129248,  0.40679230,18643,18510,  0.00715961,  0.02140534,  0.02135779,  0.40804008,  0.02135779,  0.40804008
27-Jul-26,SONACOMS,,717.95,,  0.02047425,  0.02042518,  0.39022256,724.15,720.35,  0.00526135,  0.02081852,  0.02076972,  0.39680498,  0.02076972,  0.39680498
27-Jul-26,SRF,2636.5,2664.1, -0.01041401,  0.01973765,  0.01970189,  0.37640405,2642.6,2663.6, -0.00791531,  0.01941986,  0.01937931,  0.37024118,  0.01970189,  0.37640405
27-Jul-26,SUNPHARMA,1973.6,1941.1,  0.01660446,  0.01257639,  0.01259991,  0.24072091,1966,1938,  0.01434451,  0.01235936,  0.01236993,  0.23632711,  0.01259991,  0.24072091
27-Jul-26,SUPREMEIND,3338.2,3458.9, -0.03551888,  0.01917115,  0.01928731,  0.36848353,3333.6,3463.8, -0.03831345,  0.01907633,  0.01922056,  0.36720835,  0.01928731,  0.36848353
27-Jul-26,SUZLON,53.14,52.28,  0.01631605,  0.02333145,  0.02330170,  0.44517837,53.15,52.32,  0.01573940,  0.02348371,  0.02345125,  0.44803555,  0.02345125,  0.44803555
27-Jul-26,SWIGGY,258.28,251.42,  0.02691942,  0.02459999,  0.02461214,  0.47021429,259.13,251.54,  0.02972784,  0.02445777,  0.02448689,  0.46782139,  0.02461214,  0.47021429
27-Jul-26,SX40,44821.8,44381.4,  0.00987439,  0.00913182,  0.00913568,  0.17453684,44829.2,44410.8,  0.00937702,  0.00917689,  0.00917816,  0.17534842,  0.00917816,  0.17534842
27-Jul-26,TATACONSUM,1107.2,1088,  0.01749316,  0.01496572,  0.01497942,  0.28617962,1106.6,1089.1,  0.01594058,  0.01466256,  0.01466920,  0.28025476,  0.01497942,  0.28617962
27-Jul-26,TATAELXSI,3554.4,3538.1,  0.00459641,  0.02055557,  0.02050666,  0.39177913,3566.2,3551.6,  0.00410240,  0.02143295,  0.02138124,  0.40848796,  0.02138124,  0.40848796
27-Jul-26,TATAPOWER,377.35,374.4,  0.00784839,  0.01528383,  0.01525582,  0.29146200,377.3,374.7,  0.00691492,  0.01566166,  0.01563018,  0.29861423,  0.01563018,  0.29861423
27-Jul-26,TATASTEEL,184.25,182.67,  0.00861228,  0.01737430,  0.01734161,  0.33131103,184.54,183.04,  0.00816153,  0.01742651,  0.01739237,  0.33228083,  0.01739237,  0.33228083
27-Jul-26,TCS,2295.6,2254.3,  0.01815474,  0.01692306,  0.01692944,  0.32343654,2293.8,2258.4,  0.01555323,  0.01660765,  0.01660242,  0.31718886,  0.01692944,  0.32343654
27-Jul-26,TECHM,1574.9,1559.5,  0.00982652,  0.01800667,  0.01797503,  0.34341241,1573.3,1562,  0.00720827,  0.01784071,  0.01780332,  0.34013195,  0.01797503,  0.34341241
27-Jul-26,TIINDIA,2849.2,2767,  0.02927455,  0.02229636,  0.02233673,  0.42674256,2847.2,2772.2,  0.02669483,  0.02266898,  0.02269083,  0.43350766,  0.02269083,  0.43350766
27-Jul-26,TITAN,4740,4677.1,  0.01335888,  0.01505637,  0.01504822,  0.28749579,4731.5,4684,  0.01008983,  0.01496937,  0.01494887,  0.28559770,  0.01504822,  0.28749579
27-Jul-26,TMPV,327.6,323.8,  0.01166731,  0.02013096,  0.02009762,  0.38396449,328,324.45,  0.01088217,  0.02056494,  0.02052797,  0.39218630,  0.02052797,  0.39218630
27-Jul-26,TORNTPHARM,5019.4,4961.5,  0.01160229,  0.01412718,  0.01411568,  0.26968154,5032.7,4964.8,  0.01358360,  0.01329530,  0.01329657,  0.25403061,  0.01411568,  0.26968154
27-Jul-26,TRENT,2938,2890.5,  0.01629958,  0.02362866,  0.02359768,  0.45083156,2948.5,2901.5,  0.01606872,  0.02379025,  0.02375797,  0.45389537,  0.02375797,  0.45389537
27-Jul-26,TVSMOTOR,3876.4,,,  0.01796671,  0.01792202,  0.34239972,3877.1,3862.5,  0.00377281,  0.01766289,  0.01762076,  0.33664419,  0.01792202,  0.34239972
27-Jul-26,ULTRACEMCO,11881,11846,  0.00295023,  0.01502970,  0.01499347,  0.28644980,11862,11831,  0.00261681,  0.01476923,  0.01473342,  0.28148154,  0.01499347,  0.28644980
27-Jul-26,UNIONBANK,,, -0.00229001,  0.02240712,  0.02235164,  0.42702749,170.18,170.49, -0.00181994,  0.02248316,  0.02242720,  0.42847097,  0.02242720,  0.42847097
27-Jul-26,UNITDSPR,1482,1467.2,  0.01003670,  0.01562292,  0.01560011,  0.29803959,1481.4,1473.1,  0.00561856,  0.01559802,  0.01556410,  0.29735179,  0.01560011,  0.29803959
27-Jul-26,UNOMINDA,1162.4,1127,  0.03092760,  0.02157992,  0.02163664,  0.41336740,1162.9,1125.8,  0.03242299,  0.02160314,  0.02167078,  0.41401969,  0.02167078,  0.41401969
27-Jul-26,UPL,608.5,602.45,  0.00999224,  0.02073989,  0.02069996,  0.39547226,609.85,603.25,  0.01088132,  0.02097458,  0.02093615,  0.39998458,  0.02093615,  0.39998458
27-Jul-26,VBL,464.5,457.2,  0.01584063,  0.01917925,  0.01916400,  0.36612598,464,457.1,  0.01498237,  0.01905657,  0.01903829,  0.36372608,  0.01916400,  0.36612598
27-Jul-26,VEDL,264.65,264.65,  0.00000000,  0.02316449,  0.02310643,  0.44144770,265.35,264.8,  0.00207489,  0.02323942,  0.02318170,  0.44288576,  0.02318170,  0.44288576
27-Jul-26,VMM,110.31,108.04,  0.02079306,  0.01874492,  0.01875566,  0.35832644,110.34,107.97,  0.02171310,  0.01891827,  0.01893325,  0.36171915,  0.01893325,  0.36171915
27-Jul-26,VOLTAS,1319.3,1327.3, -0.00604551,  0.02054032,  0.02049325,  0.39152297,1321.2,1328.6, -0.00558534,  0.02056334,  0.02051565,  0.39195087,  0.02051565,  0.39195087
27-Jul-26,WAAREEENER,2741.3,2701.9,  0.01447703,  0.02543475,  0.02539180,  0.48510957,2752.8,2707.9,  0.01644515,  0.02572761,  0.02568954,  0.49079805,  0.02568954,  0.49079805
27-Jul-26,WIPRO,,,  0.01922919,  0.01668561,  0.01669930,  0.31903976,179.24,175.77,  0.01954937,  0.01624701,  0.01626533,  0.31074874,  0.01669930,  0.31903976
27-Jul-26,YESBANK,22.94,22.95, -0.00043582,  0.01975532,  0.01970583,  0.37647929,22.97,22.96,  0.00043545,  0.01987558,  0.01982585,  0.37877302,  0.01982585,  0.37877302
27-Jul-26,ZYDUSLIFE,1108.2,1108.7, -0.00045108,  0.01476930,  0.01473229,  0.28146001,1110.4,1109.4,  0.00090098,  0.01485124,  0.01481420,  0.28302537,  0.01481420,  0.28302537
